Title,Author,Date,Category,Code,Period
Paño con diseño geométrico de aves,Chancay,1100-1400,Textil,IV-2.1-0974,Prehispanico
Paño con diseño listado y motivos geométricos,Chancay,1100-1400,Textil,IV-2.1-0666,Prehispanico
Paño con diseños de ave y olas,Chancay,1100-1400,Textil,IV-2.1-1628,Prehispanico
Paño con diseños de ave y olas,Chancay,1100-1400,Textil,IV-2.1-1211,Prehispanico
Paño con diseños de aves de perfil,Chancay,1100-1400,Textil,IV-2.1-0445,Prehispanico
Paño con diseños de aves y felinos,Chancay,1100-1400,Textil,IV-2.1-0395,Prehispanico
Paño con diseños de aves y olas,Chancay,1100-1400,Textil,IV-2.1-0003,Prehispanico
Paño con diseños de aves y olas,Chancay,1100-1400,Textil,IV-2.1-0992,Prehispanico
Paño con diseños de aves y olas,Chancay,1100-1400,Textil,IV-2.1-0994,Prehispanico
Paño con diseños de aves y olas,Chancay,1100-1400,Textil,IV-2.1-1099,Prehispanico
Paño con diseños de aves y olas,Chancay,1100-1400,Textil,IV-2.1-1191,Prehispanico
Paño con diseños de aves y peces estilizados,Chancay,1100-1400,Textil,IV-2.1-1248,Prehispanico
Paño con diseños de aves y serpientes,Chancay,1100-1400,Textil,IV-2.1-0394,Prehispanico
Paño con diseños de aves y serpientes bicéfalas,Chancay,1100-1400,Textil,IV-2.1-1250,Prehispanico
Paño con diseños de felinos y olas,Chancay,1100-1400,Textil,2003.7.1,Prehispanico
"Paño con diseños de felinos, serpientes y aves",Chancay,1100-1400,Textil,IV-2.1-1249,Prehispanico
"Paño con diseños de peces, serpientes y aves",Chancay,1100-1400,Textil,IV-2.1-1229,Prehispanico
Paño con diseños escalonados y aves,Chancay,1100-1400,Textil,IV-2.1-1357,Prehispanico
Paño con diseños zoomorfos,Chancay,1100-1400,Textil,IV-2.1-0494,Prehispanico
Paño con diseños zoomorfos,Chancay,1100-1400,Textil,IV-2.1-1459,Prehispanico
Paño con diseños zoomorfos,Chancay,1100-1400,Textil,IV-2.1-1463,Prehispanico
Paño con figura antropomorfa y diseños geométricos,Chancay,1100-1400,Textil,IV-2.1-1470,Prehispanico
Paño con flecos,Lambayeque,1100-1400,Textil,IV-2.1-1220,Prehispanico
Paño con personajes antropomorfos y aves,Chancay,1100-1400,Textil,IV-2.1-0406,Prehispanico
Paño con representación de cabezas antropomorfas,Chancay,1100-1400,Textil,2008.4.1,Prehispanico
"Paño con representación pintada de serpiente aserrada, rostros antropomorfos y diseños geométricos",Chancay,1100-1400,Textil,IV-2.1-0408,Prehispanico
Paño cuadrangular elaborado en gasa en color natural,Chancay,1100-1400,Textil,IV-2.1-0466,Prehispanico
Paño de tejido reticular con diseño bordado de aves,Chancay,1100-1400,Textil,IV-2.1-0049,Prehispanico
Paño decorado con personaje antropomorfo rodeado de serpientes bicéfalas,Chancay,1100-1400,Textil,IV-2.1-0377,Prehispanico
Paño decorado con rombos dispuestos en bandas,Sin filiación,1100-1400,Textil,IV-2.1-0407,Prehispanico
Paño en tela llana con decoración de listas verticales y horizontales de color beige,Chancay,1100-1400,Textil,IV-2.1-0207,Prehispanico
Paño polícromo con diseños zoomorfos,Chimú,1100-1400,Textil,IV-2.1-0043,Prehispanico
Paño polícromo con diseños zoomorfos dispuestos en una banda horizontal y olas continuas,Chancay,1100-1400,Textil,IV-2.1-0415,Prehispanico
Taparrabo,Chimú,1100-1400,Textil,IV-2.1-1221,Prehispanico
Taparrabo con aplicaciones de concha,Chimú,1100-1400,Textil,IV-2.1-0078,Prehispanico
Taparrabo con aplicaciones de metal,Chimú,1100-1400,Textil,IV-2.1-0576,Prehispanico
Taparrabo con aves y borlas estilizadas,Chimú,1100-1400,Textil,IV-2.1-0462,Prehispanico
Taparrabo con banda decorada por serpientes bicéfalas,Chancay,1100-1400,Textil,IV-2.1-0461,Prehispanico
Taparrabo con decoración en tapiz y diseños de aves,Chimú,1100-1400,Textil,IV-2.1-0459,Prehispanico
Taparrabo con diseño de aves pareadas en composición chevrón,Chancay,1100-1400,Textil,IV-2.1-0166,Prehispanico
Taparrabo con diseño de personajes antropomorfo y aves,Chancay,1100-1400,Textil,IV-2.1-0392,Prehispanico
Taparrabo con figuras antropomorfas rodeadas de aves y peces,Chancay,1100-1400,Textil,IV-2.1-0040,Prehispanico
Taparrabo con figuras humanas,Chimú,1100-1400,Textil,IV-2.1-0018,Prehispanico
Taparrabo con flecos,Chimú,1100-1400,Textil,IV-2.1-0442,Prehispanico
Taparrabo en tela llana con diseños en tapiz de serpientes bicéfalas estilizadas,Chimú,1100-1400,Textil,IV-2.1-0460,Prehispanico
Telar de doce varillas e hilos articulados,Chancay,1100-1400,Textil,IV-2.1-0082,Prehispanico
Tocado con aplicaciones de concha,Chimú,1100-1400,Textil,IV-2.1-0076,Prehispanico
Unku,Chancay,1100-1400,Textil,IV-2.1-0660,Prehispanico
Unku con aplicaciones de concha,Chimú,1100-1400,Textil,IV-2.1-0038,Prehispanico
Unku con aplicaciones de metal de peces y borlas,Chimú,1100-1400,Textil,IV-2.1-0487,Prehispanico
Unku con banda decorada con aves,Chancay,1100-1400,Textil,IV-2.1-0383,Prehispanico
Unku con banda decorada por aves y diseños geométricos,Chancay,1100-1400,Textil,IV-2.1-0283,Prehispanico
Unku con bandas decoradas por aves y figuras escalonadas,Chancay,1100-1400,Textil,IV-2.1-0411,Prehispanico
"Unku con diseños de aves, felinos geometrizados y olas",Chancay,1100-1400,Textil,IV-2.1-0382,Prehispanico
Unku con diseños geométricos listados,Ica-Chincha,1100-1400,Textil,2013.20.13,Prehispanico
Unku con flecos,Chimú,1100-1400,Textil,IV-2.1-1223,Prehispanico
Unku decorado con motivos de olas,Chimú,1100-1400,Textil,IV-2.1-0044,Prehispanico
Unku diseños de aves y olas,Chancay,1100-1400,Textil,IV-2.1-0277,Prehispanico
Unku en tela llana con aplicaciones de borlas de cobre,Chimú,1100-1400,Textil,IV-2.1-0497,Prehispanico
Unku monócromo con aplicaciones en forma de peces,Chimú,1100-1400,Textil,IV-2.1-0068,Prehispanico
Botella de cuello efigie con rostro antropomorfo y diseños geométricos,,1100-1400 d.C.,Cerámica,IV-2.0-0543,Prehispanico
Chuspa,Chancay,1100-1400 d.C.,Textil,IV-2.1-1100,Prehispanico
Fragmento de paño con diseño de aves,Chancay,1100-1400 d.C.,Textil,IV-2.1-1105,Prehispanico
Fragmento de paño con diseño de aves,Chancay,1100-1400 d.C.,Textil,IV-2.1-1403,Prehispanico
Fragmento de paño con diseños estilizados de serpientes entrelazas,Chancay,1100-1400 d.C.,Textil,IV-2.1-0153,Prehispanico
Paño con diseño de aves,Chancay,1100-1400 d.C.,Textil,IV-2.1-0999,Prehispanico
Paño con diseños zoomorfos,Chancay,1100-1400 d.C.,Textil,IV-2.1-1164,Prehispanico
Botella con personaje humano con tocado cónico,Chimú,1100-1470 d.C.,Cerámica,IV-2.0-1752,Prehispanico
Botella con representación de combate mítico,Chimú,1100-1470 d.C.,Cerámica,IV-2.0-0983,Prehispanico
Olla decorada con motivos geométricos,Ica-Chincha,1100-1470 d.C.,Cerámica,IV-2.0-0520,Prehispanico
"Cántaro con representación escultórica de mono, diseños geométricos y asas lateraes",Chancay,1100-1500,Cerámica,IV-2.0-2381,Prehispanico
Botella,,1200-1400,Cerámica,IV-2.0-1888,Prehispanico
Botella,,1200-1400,Cerámica,IV-2.0-2535,Prehispanico
Botella,,1200-1400,Cerámica,IV-2.0-2545,Prehispanico
Vaso,,1200-1400,Cerámica,IV-2.0-1270,Prehispanico
Vaso,,1200-1400,Cerámica,IV-2.0-1279,Prehispanico
Vaso,,1200-1400,Cerámica,IV-2.0-1455,Prehispanico
Vaso,,1200-1400,Cerámica,IV-2.0-1896,Prehispanico
Vaso,,1200-1400,Cerámica,IV-2.0-2546,Prehispanico
Conjunto de narigueras,Chimú,1200-200 a.C:,(not assigned),2014.32.2-318,Prehispanico
Cucharita de calero,Chimú,1200-200 a.C:,Metales,2014.32.2,Prehispanico
Nariguera,Chimú,1200-200 a.C:,Metales,2014.32.196,Prehispanico
Nariguera,Chimú,1200-200 a.C:,Metales,2014.32.197,Prehispanico
Nariguera,Chimú,1200-200 a.C:,Metales,2014.32.198,Prehispanico
Nariguera,Chimú,1200-200 a.C:,Metales,2014.32.199,Prehispanico
Nariguera,Chimú,1200-200 a.C:,Metales,2014.32.200,Prehispanico
Nariguera,Chimú,1200-200 a.C:,Metales,2014.32.204,Prehispanico
Nariguera con detalle en filigrana,Chimú,1200-200 a.C:,Metales,2014.32.4,Prehispanico
Nariguera con detalle en filigrana,Chimú,1200-200 a.C:,Metales,2014.32.5,Prehispanico
Nariguera con detalle en filigrana,Chimú,1200-200 a.C:,Metales,2014.32.6,Prehispanico
Nariguera de forma ovalada,Chimú,1200-200 a.C:,Metales,2014.32.7,Prehispanico
Nariguera de forma ovalada,Chimú,1200-200 a.C:,Metales,2014.32.8,Prehispanico
Nariguera de forma ovalada,Chimú,1200-200 a.C:,Metales,2014.32.9,Prehispanico
Nariguera de forma ovalada,Chimú,1200-200 a.C:,Metales,2014.32.10,Prehispanico
Nariguera de forma ovalada,Chimú,1200-200 a.C:,Metales,2014.32.14,Prehispanico
Nariguera de forma ovalada,Chimú,1200-200 a.C:,Metales,2014.32.38,Prehispanico
Nariguera de forma ovalada,Chimú,1200-200 a.C:,Metales,2014.32.39,Prehispanico
Nariguera de forma ovalada,Chimú,1200-200 a.C:,Metales,2014.32.40,Prehispanico
Nariguera de forma ovalada,Chimú,1200-200 a.C:,Metales,2014.32.41,Prehispanico
Nariguera de forma ovalada,Chimú,1200-200 a.C:,Metales,2014.32.42,Prehispanico
Nariguera de forma ovalada,Chimú,1200-200 a.C:,Metales,2014.32.114,Prehispanico
Nariguera de forma ovalada,Chimú,1200-200 a.C:,Metales,2014.32.115,Prehispanico
Nariguera de forma ovalada,Chimú,1200-200 a.C:,Metales,2014.32.117,Prehispanico
Nariguera de forma ovalada,Chimú,1200-200 a.C:,Metales,2014.32.118,Prehispanico
Nariguera de forma ovalada,Chimú,1200-200 a.C:,Metales,2014.32.119,Prehispanico
Nariguera de forma ovalada,Chimú,1200-200 a.C:,Metales,2014.32.123,Prehispanico
Nariguera de forma ovalada,Chimú,1200-200 a.C:,Metales,2014.32.201,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.15,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.16,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.17,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.18,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.19,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.20,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.21,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.22,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.23,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.24,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.25,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.26,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.27,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.28,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.29,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.30,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.31,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.32,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.33,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.34,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.35,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.36,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.37,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.43,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.44,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.45,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.46,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.47,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.48,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.49,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.50,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.51,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.52,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.53,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.54,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.55,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.56,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.57,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.58,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.59,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.60,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.61,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.62,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.63,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.64,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.65,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.66,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.67,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.68,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.69,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.70,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.71,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.72,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.73,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.74,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.75,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.76,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.77,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.78,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.79,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.80,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.81,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.82,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.83,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.84,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.85,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.86,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.87,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.88,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.89,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.90,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.91,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.92,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.93,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.94,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.95,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.96,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.97,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.98,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.99,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.100,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.101,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.102,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.103,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.104,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.105,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.106,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.107,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.108,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.109,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.110,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.111,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.112,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.113,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.116,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.120,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.121,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.122,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.124,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.125,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.126,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.127,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.129,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.130,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.131,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.132,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.133,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.134,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.135,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.136,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.137,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.138,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.139,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.140,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.141,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.142,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.143,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.144,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.145,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.146,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.147,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.148,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.149,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.150,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.151,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.152,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.153,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.154,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.155,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.156,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.157,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.158,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.159,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.160,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.161,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.162,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.163,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.164,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.165,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.166,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.167,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.168,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.169,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.170,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.171,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.172,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.173,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.174,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.175,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.176,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.177,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.178,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.179,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.180,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.181,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.182,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.183,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.184,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.185,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.186,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.187,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.188,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.189,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.190,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.191,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.192,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.193,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.194,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.195,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.202,Prehispanico
Nariguera de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.203,Prehispanico
Nariguera de forma semi circular con diseños de puntos,Chimú,1200-200 a.C:,Metales,2014.32.128,Prehispanico
Nariguera en miniatura de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.205,Prehispanico
Nariguera en miniatura de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.206,Prehispanico
Nariguera en miniatura de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.207,Prehispanico
Nariguera en miniatura de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.208,Prehispanico
Nariguera en miniatura de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.209,Prehispanico
Nariguera en miniatura de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.210,Prehispanico
Nariguera en miniatura de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.211,Prehispanico
Nariguera en miniatura de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.212,Prehispanico
Nariguera en miniatura de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.213,Prehispanico
Nariguera en miniatura de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.214,Prehispanico
Nariguera en miniatura de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.215,Prehispanico
Nariguera en miniatura de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.216,Prehispanico
Nariguera en miniatura de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.217,Prehispanico
Nariguera en miniatura de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.218,Prehispanico
Nariguera en miniatura de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.219,Prehispanico
Nariguera en miniatura de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.220,Prehispanico
Nariguera en miniatura de forma semi circular,Chimú,1200-200 a.C:,Metales,2014.32.221,Prehispanico
